image,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
school5-2.jpg,0.3285042643547058,0.8752092719078064,-1.9263684691850358e-07,0.34545233845710754,0.8836984038352966,-0.012686790898442268,0.3559119999408722,0.9111754894256592,-0.018441932275891304,0.3606855273246765,0.9420449733734131,-0.021809298545122147,0.3630576729774475,0.9619560241699219,-0.024001294746994972,0.3293372690677643,0.940941572189331,-0.0178525447845459,0.34802719950675964,0.9779759049415588,-0.027085185050964355,0.36354219913482666,0.985813558101654,-0.032787930220365524,0.3734089732170105,0.9838578701019287,-0.035532232373952866,0.3271138370037079,0.9528895020484924,-0.014056973159313202,0.348385214805603,0.9876993298530579,-0.02162948250770569,0.3634379804134369,0.994501531124115,-0.025003846734762192,0.3737351596355438,0.9920007586479187,-0.02695663645863533,0.3289628028869629,0.9605409502983093,-0.011190889403223991,0.3494917154312134,0.9931761622428894,-0.0184160266071558,0.3636540174484253,0.9997068047523499,-0.02024359256029129,0.3742288649082184,0.9990769624710083,-0.02065069042146206,0.33358389139175415,0.9638715386390686,-0.009144566021859646,0.35112908482551575,0.9912796020507812,-0.015709469094872475,0.36350277066230774,1.0001083612442017,-0.01729765348136425,0.37324655055999756,1.0024794340133667,-0.017388418316841125
school5-3.jpg,0.6915768980979919,0.5570664405822754,6.345685221731401e-08,0.7032212018966675,0.5185403227806091,-0.0019679302349686623,0.7062534093856812,0.4746987819671631,-0.005062165204435587,0.7062609195709229,0.4415065050125122,-0.0078177684918046,0.7095202207565308,0.41843095421791077,-0.011263121850788593,0.6940456032752991,0.4739251434803009,-0.014628147706389427,0.6839055418968201,0.4334566295146942,-0.021734701469540596,0.6789002418518066,0.4106774926185608,-0.025223463773727417,0.6756245493888855,0.3923104703426361,-0.02718440070748329,0.6810004711151123,0.4843672811985016,-0.017098318785429,0.6703087091445923,0.4407787024974823,-0.023429732769727707,0.6649333834648132,0.41190361976623535,-0.025815622881054878,0.6620684266090393,0.38929110765457153,-0.02779584564268589,0.6688160300254822,0.49701976776123047,-0.01917565055191517,0.6591065526008606,0.456193745136261,-0.02442881651222706,0.6540180444717407,0.427886962890625,-0.026336176320910454,0.6516785025596619,0.4061915874481201,-0.02779213711619377,0.6574022173881531,0.511300802230835,-0.021132810041308403,0.648779571056366,0.4776710271835327,-0.02593318186700344,0.6446554660797119,0.4538974463939667,-0.02772250771522522,0.6423018574714661,0.43408599495887756,-0.0289018414914608
school5-4.jpg,0.2954179346561432,0.39110103249549866,7.18728117021783e-08,0.2835715115070343,0.35389411449432373,9.509350638836622e-05,0.28091660141944885,0.31460320949554443,-0.0015006638132035732,0.2822507321834564,0.28393542766571045,-0.0036469828337430954,0.2762996256351471,0.2663500905036926,-0.006033322773873806,0.2916100323200226,0.29954132437705994,-0.0055662221275269985,0.3027181625366211,0.25614282488822937,-0.011274473741650581,0.31004634499549866,0.23219886422157288,-0.014631852507591248,0.3154680132865906,0.2137785255908966,-0.016642484813928604,0.30468621850013733,0.30595171451568604,-0.00938376970589161,0.3139396011829376,0.25888127088546753,-0.014560757204890251,0.3200480341911316,0.23094895482063293,-0.017481163144111633,0.3241705894470215,0.20852944254875183,-0.019452661275863647,0.31801271438598633,0.31714868545532227,-0.013157758861780167,0.3267568349838257,0.2727198004722595,-0.018436424434185028,0.3311254680156708,0.24780958890914917,-0.020290447399020195,0.33336731791496277,0.22809645533561707,-0.02113335393369198,0.33140894770622253,0.33204376697540283,-0.01683696359395981,0.33882737159729004,0.2956119775772095,-0.02145766280591488,0.3418779671192169,0.27391842007637024,-0.022456448525190353,0.3437359929084778,0.2551579773426056,-0.022619951516389847
school5-5.jpg,0.6641265749931335,0.3945741355419159,8.953896468710809e-08,0.676043689250946,0.36468297243118286,-0.0003495778364595026,0.6793437004089355,0.331728994846344,-0.002458196831867099,0.680609405040741,0.3070472478866577,-0.005229304078966379,0.6848282217979431,0.2920382022857666,-0.008450226858258247,0.6589369773864746,0.30692142248153687,-0.004777201451361179,0.648436427116394,0.27210110425949097,-0.00967375747859478,0.6430343389511108,0.2505781054496765,-0.01342971995472908,0.6390597820281982,0.2324727177619934,-0.01591748744249344,0.6468844413757324,0.31333622336387634,-0.008121735416352749,0.6357971429824829,0.2722227871417999,-0.011954456567764282,0.6300920844078064,0.2461194396018982,-0.014734559692442417,0.6265325546264648,0.2247157096862793,-0.016999676823616028,0.6353669166564941,0.3244127631187439,-0.011414834298193455,0.6261956691741943,0.2862928807735443,-0.014482792466878891,0.6211292743682861,0.2616564631462097,-0.01634783297777176,0.6185657978057861,0.24199359118938446,-0.01789627969264984,0.6244305968284607,0.3389599323272705,-0.014771146699786186,0.617354154586792,0.30800071358680725,-0.016947440803050995,0.6140782833099365,0.2875697910785675,-0.017068564891815186,0.6127208471298218,0.2698240280151367,-0.017186636105179787
school5-6.jpg,0.664340615272522,0.39617687463760376,9.292759273193951e-08,0.6768388152122498,0.36661264300346375,-0.00038774998392909765,0.6802595853805542,0.3359745442867279,-0.0025710032787173986,0.6809148192405701,0.31164810061454773,-0.005427943076938391,0.6845846176147461,0.29637449979782104,-0.008657744154334068,0.6601851582527161,0.3093598783016205,-0.0039306641556322575,0.6493465304374695,0.27537840604782104,-0.00834142416715622,0.6435354948043823,0.2546406090259552,-0.011895584873855114,0.6388999819755554,0.23725520074367523,-0.014308950863778591,0.6479955911636353,0.3158983886241913,-0.007121238391846418,0.6370936036109924,0.27567964792251587,-0.010532952845096588,0.6310495138168335,0.2502681314945221,-0.013170035555958748,0.6270008087158203,0.22969472408294678,-0.015350098721683025,0.6365151405334473,0.32699963450431824,-0.010292177088558674,0.6276664733886719,0.28973478078842163,-0.012983148917555809,0.6224645972251892,0.2655777037143707,-0.014663503505289555,0.6195264458656311,0.24624264240264893,-0.016109328716993332,0.6257909536361694,0.34126561880111694,-0.013549706898629665,0.6190465688705444,0.3107840120792389,-0.015354042872786522,0.6157938241958618,0.2908307611942291,-0.015264136716723442,0.6142184734344482,0.27347418665885925,-0.015231487341225147
school5-7.jpg,0.31791093945503235,0.37304753065109253,7.251144040765212e-08,0.3013901710510254,0.3401676118373871,-0.002156449481844902,0.2926572561264038,0.30556541681289673,-0.005735382437705994,0.28982722759246826,0.2754317820072174,-0.009325859136879444,0.2815060615539551,0.2593717575073242,-0.01320960558950901,0.3104698657989502,0.2808692157268524,-0.008985189720988274,0.31852811574935913,0.23833411931991577,-0.014602757059037685,0.32347628474235535,0.21419692039489746,-0.017963605001568794,0.32692328095436096,0.19536921381950378,-0.020192986354231834,0.325457900762558,0.2851370871067047,-0.012045204639434814,0.3313460350036621,0.2383294701576233,-0.01684163697063923,0.33487021923065186,0.21063309907913208,-0.019428474828600883,0.33703306317329407,0.18844792246818542,-0.021449672058224678,0.3393978774547577,0.2947336435317993,-0.015055709518492222,0.34427347779273987,0.25005173683166504,-0.019750459119677544,0.3462669551372528,0.22489401698112488,-0.020872579887509346,0.34695613384246826,0.20574596524238586,-0.021553900092840195,0.35275936126708984,0.3084309697151184,-0.018168000504374504,0.35621318221092224,0.27166542410850525,-0.02233031764626503,0.35706883668899536,0.24979117512702942,-0.022550471127033234,0.3574353754520416,0.2314201295375824,-0.022258134558796883
school5-8.jpg,0.6554063558578491,0.4104767143726349,9.349851382012275e-08,0.6694100499153137,0.3796631395816803,-0.0004675343516282737,0.6739692687988281,0.3510386347770691,-0.0031612685415893793,0.6757689118385315,0.3261769711971283,-0.006427840329706669,0.6802552342414856,0.31024789810180664,-0.010051785968244076,0.6519463658332825,0.32318899035453796,-0.005072204861789942,0.6408121585845947,0.28710824251174927,-0.00927320308983326,0.6346965432167053,0.2672506868839264,-0.012398092076182365,0.6297465562820435,0.25095444917678833,-0.014547049067914486,0.6386837959289551,0.3298436403274536,-0.00801271665841341,0.6276289224624634,0.28742504119873047,-0.011213294230401516,0.6217193007469177,0.26246634125709534,-0.013385302387177944,0.6177632212638855,0.24270547926425934,-0.015302270650863647,0.6266855597496033,0.3414240777492523,-0.010828504338860512,0.6175655722618103,0.3026706278324127,-0.013370434753596783,0.6124959588050842,0.27843332290649414,-0.014777110889554024,0.6097726821899414,0.25909703969955444,-0.016093792393803596,0.6161437630653381,0.3558115065097809,-0.013684414327144623,0.6090556383132935,0.32416972517967224,-0.015365514904260635,0.6059553623199463,0.3041606545448303,-0.015138417482376099,0.6046599745750427,0.28659528493881226,-0.015043459832668304
school5-9.jpg,0.6583472490310669,0.409627228975296,1.0076963263827565e-07,0.6721906661987305,0.3782728910446167,-0.00046260745148174465,0.6775505542755127,0.3488905727863312,-0.003188258735463023,0.6799705028533936,0.32371699810028076,-0.006521823816001415,0.6847807168960571,0.30642586946487427,-0.010330988094210625,0.6566746830940247,0.32008835673332214,-0.005113943014293909,0.646076500415802,0.2840721011161804,-0.009618939831852913,0.6403990983963013,0.26477503776550293,-0.013115250505506992,0.6360580921173096,0.2483977973461151,-0.015491088852286339,0.6433135867118835,0.3259347975254059,-0.008207494392991066,0.6334065794944763,0.28436553478240967,-0.01152302511036396,0.6279773712158203,0.2587225139141083,-0.014118189923465252,0.6244296431541443,0.23792771995067596,-0.016378598287701607,0.6307903528213501,0.3371773362159729,-0.01122325286269188,0.6227301955223083,0.2989833950996399,-0.014115307480096817,0.6182144284248352,0.27471596002578735,-0.0159761980175972,0.6158401370048523,0.255322128534317,-0.017566869035363197,0.6192991137504578,0.35199102759361267,-0.014231572858989239,0.612994372844696,0.3202817738056183,-0.016492335125803947,0.6104434132575989,0.3002038598060608,-0.016643846407532692,0.6094223856925964,0.28249749541282654,-0.016724886372685432
school5-10.jpg,0.6574816107749939,0.41082775592803955,1.0617798551493252e-07,0.6716440320014954,0.3798021674156189,-0.001384899253025651,0.6768821477890015,0.35014110803604126,-0.004545093979686499,0.6789374947547913,0.32447549700737,-0.008075106889009476,0.6840672492980957,0.30799391865730286,-0.012001642026007175,0.6555020213127136,0.3224655091762543,-0.006436716765165329,0.6443881392478943,0.2865279018878937,-0.011065998114645481,0.6384925842285156,0.2671499252319336,-0.01455362793058157,0.6338658928871155,0.2508328855037689,-0.016921818256378174,0.6419071555137634,0.32876527309417725,-0.009068543091416359,0.6314286589622498,0.2868877053260803,-0.012454494833946228,0.6257094144821167,0.26129740476608276,-0.014897434040904045,0.6218846440315247,0.24077512323856354,-0.01707942970097065,0.6294757723808289,0.3400026559829712,-0.011633657850325108,0.6211875677108765,0.3017454445362091,-0.014330631121993065,0.6163543462753296,0.2775518000125885,-0.016068659722805023,0.6136668920516968,0.2582983374595642,-0.017637209966778755,0.6183605790138245,0.3541810214519501,-0.0143009377643466,0.611869752407074,0.3221246004104614,-0.016242092475295067,0.6091989874839783,0.3019326329231262,-0.01629495993256569,0.6081408262252808,0.2843642830848694,-0.016377445310354233
school5-11.jpg,0.6603739261627197,0.41515588760375977,9.953338775403608e-08,0.6739993095397949,0.3840557932853699,-0.0009453916572965682,0.6772297620773315,0.353754460811615,-0.003791213035583496,0.6783174872398376,0.32812175154685974,-0.007206284906715155,0.684110164642334,0.31261536478996277,-0.011053571477532387,0.657108724117279,0.3270342946052551,-0.0059873065911233425,0.6450367569923401,0.29089704155921936,-0.010762338526546955,0.6385393738746643,0.2710750102996826,-0.014288478530943394,0.6334560513496399,0.25453925132751465,-0.016681352630257607,0.6438003182411194,0.33372926712036133,-0.008876162581145763,0.6323288083076477,0.29218438267707825,-0.01243959367275238,0.625919759273529,0.266330748796463,-0.014897066168487072,0.6215003132820129,0.24516057968139648,-0.01704401522874832,0.6315650343894958,0.34511682391166687,-0.011702978052198887,0.6222257018089294,0.3065794110298157,-0.014591065235435963,0.6163870096206665,0.2822073996067047,-0.016361532732844353,0.6128185391426086,0.2624010741710663,-0.01792776584625244,0.6203879117965698,0.3596186339855194,-0.014602948911488056,0.6132708191871643,0.32790490984916687,-0.016844017431139946,0.6097989082336426,0.30778002738952637,-0.017110761255025864,0.6077873706817627,0.289808988571167,-0.017325619235634804
